whole_word,whole_word_furigana,whole_word_romaji,whole_word_translation,jlpt_level,character,kanji_use_count,kanji_stroke_count,kanji_translation,kun_readings,kun_romaji,on_readings,on_romaji,radical_basis,radical_meaning,kana_romaji,kana_stroke_count,char_type
引き出し,ひきだし,hikidashi,drawer,N4,引,35.0,4.0,"pull, tug, jerk, admit, install, quote, refer to","ひ.く, ひ.ける","hi.ku, hi.keru",イン,in,弓,bow,,,kanji
引き出し,ひきだし,hikidashi,drawer,N4,き,,,,,,,,,,ki,3.0,kana
引き出し,ひきだし,hikidashi,drawer,N4,出,71.0,5.0,"exit, leave, go out, come out, put out, protrude","で.る, -で, だ.す, -だ.す, い.でる, い.だす","de.ru, -de, da.su, -da.su, i.deru, i.dasu","シュツ, スイ","shutsu, sui",凵,container,,,kanji
引き出し,ひきだし,hikidashi,drawer,N4,し,,,,,,,,,,shi,1.0,kana
遊び,あそび,asobi,play,N4,遊,4.0,12.0,play,"あそ.ぶ, あそ.ばす","aso.bu, aso.basu","ユウ, ユ","yuu, yu",辵,walk,,,kanji
遊び,あそび,asobi,play,N4,び,,,,,,,,,,bi,3.0,kana
支度,したくする,shitakusuru,preparation,N4,支,12.0,4.0,"branch, support, sustain, branch radical (no. 65)","ささ.える, つか.える, か.う","sasa.eru, tsuka.eru, ka.u",シ,shi,支,branch,,,kanji
支度,したくする,shitakusuru,preparation,N4,度,28.0,9.0,"degrees, occurrence, time, counter for occurrences, consider, attitude","たび, -た.い","tabi, -ta.i","ド, ト, タク","do, to, taku",广,house,,,kanji
～始める,～はじめる,～hajimeru,to start doing ~,N4,～,,,,,,,,,,,,kana
～始める,～はじめる,～hajimeru,to start doing ~,N4,始,12.0,8.0,"commence, begin","はじ.める, -はじ.める, はじ.まる","haji.meru, -haji.meru, haji.maru",シ,shi,女,woman,,,kanji
～始める,～はじめる,～hajimeru,to start doing ~,N4,め,,,,,,,,,,me,2.0,kana
～始める,～はじめる,～hajimeru,to start doing ~,N4,る,,,,,,,,,,ru,1.0,kana
見える,みえる,mieru,to be visible; -- polite verb meaning 来る (くる) --,N4,見,50.0,7.0,"see, hopes, chances, idea, opinion, look at, visible","み.る, み.える, み.せる","mi.ru, mi.eru, mi.seru",ケン,ken,見,see,,,kanji
見える,みえる,mieru,to be visible; -- polite verb meaning 来る (くる) --,N4,え,,,,,,,,,,e,2.0,kana
見える,みえる,mieru,to be visible; -- polite verb meaning 来る (くる) --,N4,る,,,,,,,,,,ru,1.0,kana
十分,じゅうぶん,juubun,enough,N4,十,8.0,2.0,ten,"とお, と, そ","too, to, so","ジュウ, ジッ, ジュッ","juu, ji, ju",十,ten,,,kanji
十分,じゅうぶん,juubun,enough,N4,分,48.0,4.0,"part, minute of time, segment, share, degree, one's lot, duty, understand, know, rate, 1%, chances, shaku/100","わ.ける, わ.け, わ.かれる, わ.かる, わ.かつ","wa.keru, wa.ke, wa.kareru, wa.karu, wa.katsu","ブン, フン, ブ","bun, fun, bu",刀,knife,,,kanji
音,おと,oto,"sound, note",N4,音,12.0,9.0,"sound, noise","おと, ね","oto, ne","オン, イン, -ノン","on, in, -non",音,sound,,,kanji
きっと,きっと,kitto,"surely, definitely, undoubtedly, certainly",N4,き,,,,,,,,,,ki,3.0,kana
きっと,きっと,kitto,"surely, definitely, undoubtedly, certainly",N4,っ,,,,,,,,,,,,kana
きっと,きっと,kitto,"surely, definitely, undoubtedly, certainly",N4,と,,,,,,,,,,to,2.0,kana
まず,まず,mazu,"first (of all), to start with",N4,ま,,,,,,,,,,ma,3.0,kana
まず,まず,mazu,"first (of all), to start with",N4,ず,,,,,,,,,,zu,4.0,kana
遠く,とおく,tooku,"far away, distant",N4,遠,10.0,13.0,"distant, far",とお.い,too.i,"エン, オン","en, on",辵,walk,,,kanji
遠く,とおく,tooku,"far away, distant",N4,く,,,,,,,,,,ku,1.0,kana
大体,だいたい,daitai,approximately; in most cases; in general; to begin with (same as もともと),N4,大,63.0,3.0,"large, big","おお-, おお.きい, -おお.いに","oo-, oo.kii, -oo.ini","ダイ, タイ","dai, tai",大,big,,,kanji
大体,だいたい,daitai,approximately; in most cases; in general; to begin with (same as もともと),N4,体,35.0,7.0,"body, substance, object, reality, counter for images","からだ, かたち","karada, katachi","タイ, テイ","tai, tei",人,man,,,kanji
折れる,おれる,oreru,"to break, to be folded, to give in; to turn (a corner)",N4,折,9.0,7.0,"fold, break, fracture, bend, yield, submit","お.る, おり, お.り, -お.り, お.れる","o.ru, ori, o.ri, -o.ri, o.reru","セツ, シャク","setsu, shaku",手,hand,,,kanji
折れる,おれる,oreru,"to break, to be folded, to give in; to turn (a corner)",N4,れ,,,,,,,,,,re,2.0,kana
折れる,おれる,oreru,"to break, to be folded, to give in; to turn (a corner)",N4,る,,,,,,,,,,ru,1.0,kana
正しい,ただしい,tadashii,correct,N4,正,24.0,5.0,"correct, justice, righteous, 10**40","ただ.しい, ただ.す, まさ, まさ.に","tada.shii, tada.su, masa, masa.ni","セイ, ショウ","sei, shou",止,stop,,,kanji
正しい,ただしい,tadashii,correct,N4,し,,,,,,,,,,shi,1.0,kana
正しい,ただしい,tadashii,correct,N4,い,,,,,,,,,,i,2.0,kana
輸入,ゆにゅう,yunyuu,import,N4,輸,5.0,16.0,"transport, send, be inferior",,,"ユ, シュ","yu, shu",車,cart,,,kanji
輸入,ゆにゅう,yunyuu,import,N4,入,37.0,2.0,"enter, insert","い.る, -い.る, -い.り, い.れる, -い.れ, はい.る","i.ru, -i.ru, -i.ri, i.reru, -i.re, hai.ru","ニュウ, ジュ","nyuu, ju",入,enter,,,kanji
返事,へんじ,henji,"reply, answer",N4,返,15.0,7.0,"return, answer, fade, repay","かえ.す, -かえ.す, かえ.る, -かえ.る","kae.su, -kae.su, kae.ru, -kae.ru",ヘン,hen,辵,walk,,,kanji
返事,へんじ,henji,"reply, answer",N4,事,36.0,8.0,"matter, thing, fact, business, reason, possibly","こと, つか.う, つか.える","koto, tsuka.u, tsuka.eru","ジ, ズ","ji, zu",亅,hook,,,kanji
都,と,to,metropolitan,N4,都,7.0,11.0,"metropolis, capital, all, everything",みやこ,miyako,"ト, ツ","to, tsu",town,town,,,kanji
産業,さんぎょう,sangyou,industry,N4,産,27.0,11.0,"products, bear, give birth, yield, childbirth, native, property","う.む, う.まれる, うぶ-, む.す","u.mu, u.mareru, ubu-, mu.su",サン,san,生,life,,,kanji
産業,さんぎょう,sangyou,industry,N4,業,26.0,13.0,"business, vocation, arts, performance",わざ,waza,"ギョウ, ゴウ","gyou, gou",木,tree,,,kanji
伝える,つたえる,tsutaeru,"to convey (a message); to tell, to report",N4,伝,15.0,6.0,"transmit, go along, walk along, follow, report, communicate, legend, tradition","つた.わる, つた.える, つた.う, つだ.う, -づた.い, つて","tsuta.waru, tsuta.eru, tsuta.u, tsuda.u, -zuta.i, tsute","デン, テン","den, ten",人,man,,,kanji
伝える,つたえる,tsutaeru,"to convey (a message); to tell, to report",N4,え,,,,,,,,,,e,2.0,kana
伝える,つたえる,tsutaeru,"to convey (a message); to tell, to report",N4,る,,,,,,,,,,ru,1.0,kana
お金持ち,かねもち; おかねもち,kanemochi; okanemochi,rich person,N4,お,,,,,,,,,,o,3.0,kana
お金持ち,かねもち; おかねもち,kanemochi; okanemochi,rich person,N4,金,31.0,8.0,gold,"かね, かな-, -がね","kane, kana-, -gane","キン, コン, ゴン","kin, kon, gon",金,metal,,,kanji
お金持ち,かねもち; おかねもち,kanemochi; okanemochi,rich person,N4,持,12.0,9.0,"hold, have","も.つ, -も.ち, も.てる","mo.tsu, -mo.chi, mo.teru",ジ,ji,手,hand,,,kanji
お金持ち,かねもち; おかねもち,kanemochi; okanemochi,rich person,N4,ち,,,,,,,,,,chi,2.0,kana
説明,せつめい,setsumei,explanation,N4,説,11.0,14.0,"opinion, theory, explanation, rumor",と.く,to.ku,"セツ, ゼイ","setsu, zei",言,speech,,,kanji
説明,せつめい,setsumei,explanation,N4,明,28.0,8.0,"bright, light","あ.かり, あか.るい, あか.るむ, あか.らむ, あき.らか, あ.ける, -あ.け, あ.く, あ.くる, あ.かす","a.kari, aka.rui, aka.rumu, aka.ramu, aki.raka, a.keru, -a.ke, a.ku, a.kuru, a.kasu","メイ, ミョウ, ミン","mei, myou, min",日,sun,,,kanji
島,しま,shima,island,N4,島,4.0,10.0,island,しま,shima,トウ,tou,山,mountain,,,kanji
道具,どうぐ,dougu,tool,N4,道,19.0,12.0,"road-way, street, district, journey, course, moral, teachings","みち, いう","michi, iu","ドウ, トウ","dou, tou",辵,walk,,,kanji
道具,どうぐ,dougu,tool,N4,具,13.0,8.0,"tool, utensil, means, possess, ingredients, counter for armor, suits, sets of furniture","そな.える, つぶさ.に","sona.eru, tsubusa.ni",グ,gu,八,eight,,,kanji
滑る,すべる,suberu,"to slide, to slip",N4,滑,4.0,13.0,"slippery, slide, slip, fail exam","すべ.る, なめ.らか","sube.ru, name.raka","カツ, コツ","katsu, kotsu",水,water,,,kanji
滑る,すべる,suberu,"to slide, to slip",N4,る,,,,,,,,,,ru,1.0,kana
それほど,それほど,sorehodo,to that degree; extent,N4,そ,,,,,,,,,,so,1.0,kana
それほど,それほど,sorehodo,to that degree; extent,N4,れ,,,,,,,,,,re,2.0,kana
それほど,それほど,sorehodo,to that degree; extent,N4,ほ,,,,,,,,,,ho,4.0,kana
それほど,それほど,sorehodo,to that degree; extent,N4,ど,,,,,,,,,,do,4.0,kana
以上,いじょう,ijou,more than; this is all,N4,以,8.0,5.0,"by means of, because, in view of, compared with",もっ.て,mo.te,イ,i,人,man,,,kanji
以上,いじょう,ijou,more than; this is all,N4,上,54.0,3.0,"above, up","うえ, -うえ, うわ-, かみ, あ.げる, -あ.げる, あ.がる, -あ.がる, あ.がり, -あ.がり, のぼ.る, のぼ.り, のぼ.せる, のぼ.す, たてまつ.る","ue, -ue, uwa-, kami, a.geru, -a.geru, a.garu, -a.garu, a.gari, -a.gari, nobo.ru, nobo.ri, nobo.seru, nobo.su, tatematsu.ru","ジョウ, ショウ, シャン","jou, shou, shan",一,one,,,kanji
～まま,～まま,～mama,as it is,N4,～,,,,,,,,,,,,kana
～まま,～まま,～mama,as it is,N4,ま,,,,,,,,,,ma,3.0,kana
～まま,～まま,～mama,as it is,N4,ま,,,,,,,,,,ma,3.0,kana
特急,とっきゅう,tokkyuu,limited express (train faster than an express),N4,特,17.0,10.0,special,,,トク,toku,牛,cow,,,kanji
特急,とっきゅう,tokkyuu,limited express (train faster than an express),N4,急,14.0,9.0,"hurry, emergency, sudden, steep","いそ.ぐ, いそ.ぎ, せ.く","iso.gu, iso.gi, se.ku",キュウ,kyuu,心,heart,,,kanji
プレゼント,プレゼント,purezento,"present, gift",N4,プ,,,,,,,,,,pu,2.0,kana
プレゼント,プレゼント,purezento,"present, gift",N4,レ,,,,,,,,,,re,1.0,kana
プレゼント,プレゼント,purezento,"present, gift",N4,ゼ,,,,,,,,,,ze,4.0,kana
プレゼント,プレゼント,purezento,"present, gift",N4,ン,,,,,,,,,,n,2.0,kana
プレゼント,プレゼント,purezento,"present, gift",N4,ト,,,,,,,,,,to,2.0,kana
～(に) よると,～(に) よると,～(ni) yoruto,according to ~,N4,～,,,,,,,,,,,,kana
～(に) よると,～(に) よると,～(ni) yoruto,according to ~,N4,(,,,,,,,,,,,,kana
～(に) よると,～(に) よると,～(ni) yoruto,according to ~,N4,に,,,,,,,,,,ni,3.0,kana
～(に) よると,～(に) よると,～(ni) yoruto,according to ~,N4,),,,,,,,,,,,,kana
～(に) よると,～(に) よると,～(ni) yoruto,according to ~,N4, ,,,,,,,,,,,,kana
～(に) よると,～(に) よると,～(ni) yoruto,according to ~,N4,よ,,,,,,,,,,yo,2.0,kana
～(に) よると,～(に) よると,～(ni) yoruto,according to ~,N4,る,,,,,,,,,,ru,1.0,kana
～(に) よると,～(に) よると,～(ni) yoruto,according to ~,N4,と,,,,,,,,,,to,2.0,kana
妻,つま,tsuma,wife (humble),N4,妻,2.0,8.0,"wife, spouse",つま,tsuma,サイ,sai,女,woman,,,kanji
帰り,かえり,kaeri,"return, coming back",N4,帰,7.0,10.0,"homecoming, arrive at, lead to, result in","かえ.る, かえ.す, おく.る, とつ.ぐ","kae.ru, kae.su, oku.ru, totsu.gu",キ,ki,巾,turban,,,kanji
帰り,かえり,kaeri,"return, coming back",N4,り,,,,,,,,,,ri,2.0,kana
具合,ぐあい,guai,"condition, state, health",N4,具,13.0,8.0,"tool, utensil, means, possess, ingredients, counter for armor, suits, sets of furniture","そな.える, つぶさ.に","sona.eru, tsubusa.ni",グ,gu,八,eight,,,kanji
具合,ぐあい,guai,"condition, state, health",N4,合,55.0,6.0,"fit, suit, join, 0.1","あ.う, -あ.う, あ.い, あい-, -あ.い, -あい, あ.わす, あ.わせる, -あ.わせる","a.u, -a.u, a.i, ai-, -a.i, -ai, a.wasu, a.waseru, -a.waseru","ゴウ, ガッ, カッ","gou, ga, ka",口,mouth,,,kanji
堅; 硬; 固い,かたい,katai,"solid, hard, firm",N4,堅,2.0,12.0,"strict, hard, solid, tough, tight, reliable","かた.い, -がた.い","kata.i, -gata.i",ケン,ken,土,earth,,,kanji
堅; 硬; 固い,かたい,katai,"solid, hard, firm",N4,;,,,,,,,,,,,,kana
堅; 硬; 固い,かたい,katai,"solid, hard, firm",N4, ,,,,,,,,,,,,kana
堅; 硬; 固い,かたい,katai,"solid, hard, firm",N4,硬,4.0,12.0,"stiff, hard",かた.い,kata.i,コウ,kou,石,stone,,,kanji
堅; 硬; 固い,かたい,katai,"solid, hard, firm",N4,;,,,,,,,,,,,,kana
堅; 硬; 固い,かたい,katai,"solid, hard, firm",N4, ,,,,,,,,,,,,kana
堅; 硬; 固い,かたい,katai,"solid, hard, firm",N4,固,6.0,8.0,"harden, set, clot, curdle","かた.める, かた.まる, かた.まり, かた.い","kata.meru, kata.maru, kata.mari, kata.i",コ,ko,囗,enclosure,,,kanji
堅; 硬; 固い,かたい,katai,"solid, hard, firm",N4,い,,,,,,,,,,i,2.0,kana
駐車場,ちゅうしゃじょう,chuushajou,parking lot,N4,駐,2.0,15.0,"stop-over, reside in, resident",,,チュウ,chuu,馬,horse,,,kanji
駐車場,ちゅうしゃじょう,chuushajou,parking lot,N4,車,19.0,7.0,car,くるま,kuruma,シャ,sha,車,cart,,,kanji
駐車場,ちゅうしゃじょう,chuushajou,parking lot,N4,場,31.0,12.0,"location, place",ば,ba,"ジョウ, チョウ","jou, chou",土,earth,,,kanji
スーツ,スーツ,suーtsu,suit,N4,ス,,,,,,,,,,su,2.0,kana
スーツ,スーツ,suーtsu,suit,N4,ー,,,,,,,,,,,,kana
スーツ,スーツ,suーtsu,suit,N4,ツ,,,,,,,,,,tsu,3.0,kana
危険,きけん,kiken,"danger, risk, hazard",N4,危,6.0,6.0,"dangerous, fear, uneasy","あぶ.ない, あや.うい, あや.ぶむ","abu.nai, aya.ui, aya.bumu",キ,ki,卩,kneel,,,kanji
危険,きけん,kiken,"danger, risk, hazard",N4,険,4.0,11.0,"precipitous, inaccessible place, impregnable position, steep place, sharp eyes",けわ.しい,kewa.shii,ケン,ken,dam,mound,,,kanji
髪,かみ,kami,hair,N4,髪,3.0,14.0,hair of the head,かみ,kami,ハツ,hatsu,髟,long,,,kanji
天気予報,てんきよほう,tenkiyohou,weather forecast,N4,天,15.0,4.0,"heavens, sky, imperial","あまつ, あめ, あま-","amatsu, ame, ama-",テン,ten,大,big,,,kanji
天気予報,てんきよほう,tenkiyohou,weather forecast,N4,気,68.0,6.0,"spirit, mind, air, atmosphere, mood","いき, き","iki, ki","キ, ケ","ki, ke",气,steam,,,kanji
天気予報,てんきよほう,tenkiyohou,weather forecast,N4,予,15.0,4.0,"beforehand, previous, myself, I",あらかじ.め,arakaji.me,"ヨ, シャ","yo, sha",亅,hook,,,kanji
天気予報,てんきよほう,tenkiyohou,weather forecast,N4,報,9.0,12.0,"report, news, reward, retribution",むく.いる,muku.iru,ホウ,hou,土,earth,,,kanji
彼女,かのじょ,kanojo,girlfriend; she,N4,彼,3.0,8.0,"he, that, the","かれ, かの, か.の","kare, kano, ka.no",ヒ,hi,彳,step,,,kanji
彼女,かのじょ,kanojo,girlfriend; she,N4,女,15.0,3.0,"woman, female","おんな, め","onna, me","ジョ, ニョ, ニョウ","jo, nyo, nyou",女,woman,,,kanji
間,あいだ,aida,"space, interval",N4,間,40.0,12.0,"interval, space","あいだ, ま, あい","aida, ma, ai","カン, ケン","kan, ken",門,gate,,,kanji
卒業,そつぎょう,sotsugyou,graduation,N4,卒,2.0,8.0,"graduate, soldier, private, die","そっ.する, お.える, お.わる, ついに, にわか","so.suru, o.eru, o.waru, tsuini, niwaka","ソツ, シュツ","sotsu, shutsu",十,ten,,,kanji
卒業,そつぎょう,sotsugyou,graduation,N4,業,26.0,13.0,"business, vocation, arts, performance",わざ,waza,"ギョウ, ゴウ","gyou, gou",木,tree,,,kanji
それで,それで,sorede,"and (conj.), thereupon, because of that",N4,そ,,,,,,,,,,so,1.0,kana
それで,それで,sorede,"and (conj.), thereupon, because of that",N4,れ,,,,,,,,,,re,2.0,kana
それで,それで,sorede,"and (conj.), thereupon, because of that",N4,で,,,,,,,,,,de,3.0,kana
枝,えだ,eda,"branch, twig",N4,枝,1.0,8.0,"bough, branch, twig, limb, counter for branches",えだ,eda,シ,shi,木,tree,,,kanji
専門,せんもん,senmon,major; speciality,N4,専,6.0,9.0,"specialty, exclusive, mainly, solely",もっぱ.ら,moppa.ra,セン,sen,寸,thumb,,,kanji
専門,せんもん,senmon,major; speciality,N4,門,4.0,8.0,"gate, counter for cannons","かど, と","kado, to",モン,mon,門,gate,,,kanji
そろそろ,そろそろ,sorosoro,"gradually, soon",N4,そ,,,,,,,,,,so,1.0,kana
そろそろ,そろそろ,sorosoro,"gradually, soon",N4,ろ,,,,,,,,,,ro,1.0,kana
そろそろ,そろそろ,sorosoro,"gradually, soon",N4,そ,,,,,,,,,,so,1.0,kana
そろそろ,そろそろ,sorosoro,"gradually, soon",N4,ろ,,,,,,,,,,ro,1.0,kana
送る,おくる,okuru,"to send, to dispatch",N4,送,12.0,9.0,"escort, send",おく.る,oku.ru,ソウ,sou,辵,walk,,,kanji
送る,おくる,okuru,"to send, to dispatch",N4,る,,,,,,,,,,ru,1.0,kana
あげる,あげる,ageru,to give,N4,あ,,,,,,,,,,a,3.0,kana
あげる,あげる,ageru,to give,N4,げ,,,,,,,,,,ge,5.0,kana
あげる,あげる,ageru,to give,N4,る,,,,,,,,,,ru,1.0,kana
騒ぐ,さわぐ,sawagu,"to make noise, to clamor",N4,騒,7.0,18.0,"boisterous, make noise, clamor, disturb, excite","さわ.ぐ, うれい, さわ.がしい","sawa.gu, urei, sawa.gashii",ソウ,sou,馬,horse,,,kanji
騒ぐ,さわぐ,sawagu,"to make noise, to clamor",N4,ぐ,,,,,,,,,,gu,3.0,kana
尋ねる,たずねる,tazuneru,to inquire (same as 質問する),N4,尋,1.0,12.0,"inquire, fathom, look for","たず.ねる, ひろ","tazu.neru, hiro",ジン,jin,寸,thumb,,,kanji
尋ねる,たずねる,tazuneru,to inquire (same as 質問する),N4,ね,,,,,,,,,,ne,2.0,kana
尋ねる,たずねる,tazuneru,to inquire (same as 質問する),N4,る,,,,,,,,,,ru,1.0,kana
放送,ほうそうする,housousuru,broadcasting,N4,放,13.0,8.0,"set free, release, fire, shoot, emit, banish, liberate","はな.す, -っぱな.し, はな.つ, はな.れる, こ.く, ほう.る","hana.su, -ppana.shi, hana.tsu, hana.reru, ko.ku, hou.ru",ホウ,hou,攴,rap,,,kanji
放送,ほうそうする,housousuru,broadcasting,N4,送,12.0,9.0,"escort, send",おく.る,oku.ru,ソウ,sou,辵,walk,,,kanji
政治,せいじ,seiji,politics,N4,政,7.0,9.0,"politics, government","まつりごと, まん","matsurigoto, man","セイ, ショウ","sei, shou",攴,rap,,,kanji
政治,せいじ,seiji,politics,N4,治,9.0,8.0,"reign, be at peace, calm down, subdue, quell, govt, cure, heal, rule, conserve","おさ.める, おさ.まる, なお.る, なお.す","osa.meru, osa.maru, nao.ru, nao.su","ジ, チ","ji, chi",水,water,,,kanji
市民,しみん,shimin,citizen,N4,市,6.0,5.0,"market, city, town",いち,ichi,シ,shi,巾,turban,,,kanji
市民,しみん,shimin,citizen,N4,民,14.0,5.0,"people, nation, subjects",たみ,tami,ミン,min,氏,clan,,,kanji
ファックス,ファックス,fuァkkusu,fax,N4,フ,,,,,,,,,,fu,1.0,kana
ファックス,ファックス,fuァkkusu,fax,N4,ァ,,,,,,,,,,,,kana
ファックス,ファックス,fuァkkusu,fax,N4,ッ,,,,,,,,,,,,kana
ファックス,ファックス,fuァkkusu,fax,N4,ク,,,,,,,,,,ku,2.0,kana
ファックス,ファックス,fuァkkusu,fax,N4,ス,,,,,,,,,,su,2.0,kana
負ける,まける,makeru,"to lose (a game) (v.i.), to be defeated",N4,負,9.0,9.0,"defeat, negative, -, minus, bear, owe, assume a responsibility","ま.ける, ま.かす, お.う","ma.keru, ma.kasu, o.u",フ,fu,貝,shell,,,kanji
負ける,まける,makeru,"to lose (a game) (v.i.), to be defeated",N4,け,,,,,,,,,,ke,3.0,kana
負ける,まける,makeru,"to lose (a game) (v.i.), to be defeated",N4,る,,,,,,,,,,ru,1.0,kana
